Customer ID,Gender,Age,Senior Citizen,Partner,Dependents,Tenure,Subscription Type,Contract Type,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Support Tickets,Login Frequency,Usage Hours,Device Protection,Tech Support,Online Security,Churn
CUST-3420,Male,27,0,No,No,72,Premium,Annual,Yes,Electronic check,103.68,7464.96,2,27,142.2,Yes,No,Yes,No
CUST-3421,Male,27,0,No,Yes,38,Basic,Annual,Yes,Electronic check,54.34,2064.92,0,21,111.4,No,No,Yes,No
CUST-3422,Male,55,0,Yes,No,72,Premium,Monthly,No,Mailed check,99.76,7182.72,0,30,213.6,Yes,No,Yes,No
CUST-3423,Male,44,0,Yes,Yes,14,Premium,Annual,Yes,Electronic check,101.28,1417.92,2,14,102.5,Yes,No,Yes,No
CUST-3424,Male,77,1,No,Yes,35,Premium,Monthly,No,Electronic check,87.34,3056.9,3,23,105.8,Yes,Yes,Yes,No
CUST-3425,Male,68,0,Yes,Yes,37,Basic,Monthly,Yes,Electronic check,47.01,1739.37,0,16,114.7,Yes,Yes,No,No
CUST-3426,Female,38,0,No,Yes,68,Basic,Monthly,Yes,Mailed check,59.41,4039.88,1,30,152.1,Yes,No,No,No
CUST-3427,Female,25,0,No,No,72,Basic,Monthly,Yes,Mailed check,51.4,3700.8,0,22,131.8,No,Yes,No,No
CUST-3428,Male,18,0,Yes,No,4,Premium,Monthly,Yes,Electronic check,109.19,436.76,3,7,30.4,Yes,Yes,No,Yes
CUST-3429,Female,45,0,No,No,33,Basic,Annual,Yes,Electronic check,58.91,1944.03,0,19,106.3,Yes,Yes,No,No
CUST-3430,Female,66,1,Yes,Yes,14,Premium,Monthly,Yes,Bank transfer,122.34,1712.76,1,12,50.5,Yes,No,No,Yes
CUST-3431,Male,56,0,No,No,55,Premium,Monthly,Yes,Mailed check,112.13,6167.15,1,30,120.8,No,No,No,No
CUST-3432,Female,31,0,No,No,47,Premium,Monthly,Yes,Mailed check,86.84,4081.48,0,30,231.9,Yes,No,Yes,No
CUST-3433,Male,38,0,Yes,No,72,Basic,Monthly,Yes,Mailed check,38.29,2756.88,0,28,201.4,No,No,No,No
CUST-3434,Male,47,0,Yes,Yes,14,Premium,Annual,No,Electronic check,67.5,945.0,2,16,77.6,No,Yes,No,No
CUST-3435,Female,38,0,No,Yes,7,Premium,Annual,No,Electronic check,82.97,580.79,1,18,92.4,No,No,Yes,No
CUST-3436,Male,66,0,No,No,1,Premium,Annual,No,Mailed check,102.19,102.19,3,11,49.6,Yes,No,No,Yes
CUST-3437,Male,26,0,Yes,No,10,Basic,Annual,Yes,Credit card,58.68,586.8,1,18,82.8,No,No,Yes,No
CUST-3438,Male,34,0,No,No,16,Basic,Monthly,No,Mailed check,30.99,495.84,1,25,158.2,Yes,Yes,No,No
CUST-3439,Male,22,0,Yes,Yes,72,Basic,Monthly,Yes,Bank transfer,57.21,4119.12,0,30,189.2,Yes,Yes,No,No
CUST-3440,Male,75,0,Yes,Yes,23,Basic,Annual,Yes,Credit card,47.27,1087.21,0,19,118.8,No,Yes,Yes,No
CUST-3441,Male,74,1,Yes,Yes,27,Basic,Monthly,No,Mailed check,62.18,1678.86,1,23,95.4,Yes,No,Yes,No
CUST-3442,Male,79,1,No,No,70,Premium,Annual,Yes,Credit card,112.76,7893.2,0,24,161.8,No,Yes,No,No
CUST-3443,Male,48,0,Yes,No,72,Basic,Monthly,Yes,Credit card,51.0,3672.0,0,27,110.8,No,Yes,No,No
CUST-3444,Female,69,1,No,Yes,25,Basic,Monthly,Yes,Mailed check,40.06,1001.5,2,17,135.4,No,Yes,No,No
CUST-3445,Female,78,0,Yes,No,4,Basic,Monthly,No,Mailed check,49.63,198.52,3,12,87.9,Yes,No,Yes,No
CUST-3446,Female,57,0,No,No,11,Premium,Monthly,Yes,Credit card,109.83,1208.13,6,12,92.4,No,No,No,Yes
CUST-3447,Male,55,0,No,No,21,Basic,Monthly,Yes,Bank transfer,63.69,1337.49,1,17,122.1,Yes,Yes,No,Yes
CUST-3448,Male,60,0,Yes,Yes,46,Basic,Monthly,No,Bank transfer,40.77,1875.42,0,30,158.2,Yes,No,No,No
CUST-3449,Female,36,0,Yes,No,41,Basic,Annual,Yes,Credit card,64.61,,0,22,105.2,Yes,Yes,Yes,No
CUST-3450,Female,53,0,Yes,No,34,Premium,Monthly,Yes,Bank transfer,92.87,3157.58,3,14,83.6,No,No,No,No
CUST-3451,Female,67,1,No,No,70,Basic,Monthly,Yes,Bank transfer,84.74,5931.8,0,19,136.5,Yes,No,No,No
CUST-3452,Male,50,0,No,No,54,Basic,Monthly,Yes,Electronic check,37.49,2024.46,0,26,158.7,No,No,Yes,Yes
CUST-3453,Female,30,0,No,Yes,72,Basic,Monthly,Yes,Bank transfer,32.27,2323.44,1,30,156.0,Yes,Yes,No,No
CUST-3454,Female,31,0,Yes,Yes,72,Basic,Annual,No,Credit card,58.44,4207.68,1,30,151.4,No,Yes,No,No
CUST-3455,Male,73,1,Yes,No,8,Basic,Annual,Yes,Mailed check,56.7,453.6,2,14,83.2,Yes,No,Yes,No
CUST-3456,Female,50,0,Yes,No,2,Premium,Annual,No,Credit card,77.35,154.7,6,11,61.6,Yes,Yes,No,Yes
CUST-3457,Male,79,1,Yes,No,18,Premium,Annual,Yes,Electronic check,93.94,1690.92,4,14,91.0,Yes,No,No,No
CUST-3458,Male,46,0,Yes,No,32,Basic,Annual,Yes,Electronic check,53.92,1725.44,0,23,93.2,No,Yes,No,No
CUST-3459,Male,60,0,No,No,34,Basic,Annual,Yes,Mailed check,45.65,1552.1,1,26,169.8,No,Yes,No,No
CUST-3460,Female,66,1,Yes,No,11,Basic,Monthly,Yes,Electronic check,59.27,651.97,4,16,94.4,No,No,Yes,Yes
CUST-3461,Female,53,0,No,No,65,Basic,Annual,Yes,Electronic check,51.26,3331.9,1,25,180.0,No,No,No,No
CUST-3462,Male,75,1,Yes,No,14,Basic,Monthly,Yes,Electronic check,57.54,805.56,4,15,77.2,No,No,Yes,Yes
CUST-3463,Female,61,0,Yes,No,72,Premium,Annual,No,Mailed check,98.84,7116.48,1,30,214.2,Yes,No,Yes,No
CUST-3464,Female,27,0,Yes,No,21,Basic,Annual,No,Credit card,60.24,1265.04,3,21,164.3,No,No,Yes,No
CUST-3465,Female,48,0,Yes,No,1,Premium,Monthly,No,Electronic check,110.49,110.49,3,9,52.3,Yes,No,No,Yes
CUST-3466,Female,23,0,Yes,Yes,6,Basic,Annual,Yes,Electronic check,47.79,286.74,3,16,87.4,Yes,Yes,No,Yes
CUST-3467,Male,74,1,No,No,4,Basic,Monthly,Yes,Credit card,44.77,179.08,2,13,96.5,Yes,No,Yes,No
CUST-3468,Female,18,0,Yes,No,2,Basic,Annual,No,Credit card,39.84,79.68,3,14,69.2,No,No,No,No
CUST-3469,Male,24,0,No,No,42,Basic,Monthly,Yes,Credit card,41.04,1723.68,0,29,201.0,No,No,No,No
CUST-3470,Male,75,1,No,No,8,Premium,Annual,Yes,Electronic check,99.82,798.56,6,15,94.4,No,Yes,Yes,No
CUST-3471,Female,44,0,No,No,60,Premium,Annual,Yes,Bank transfer,106.05,6363.0,0,25,143.1,No,No,No,No
CUST-3472,Male,38,0,No,No,11,Basic,Monthly,Yes,Electronic check,62.53,687.83,3,18,85.8,No,No,No,No
CUST-3473,Female,45,0,Yes,Yes,2,Premium,Monthly,Yes,Bank transfer,69.48,138.96,2,16,64.9,Yes,Yes,No,Yes
CUST-3474,Female,33,0,Yes,No,57,Basic,Monthly,Yes,Mailed check,18.0,1026.0,1,29,178.5,No,No,No,No
CUST-3475,Male,73,0,Yes,No,21,Premium,Annual,No,Bank transfer,92.85,1949.85,3,14,59.2,No,No,No,No
CUST-3476,Male,63,0,Yes,No,31,Premium,Monthly,Yes,Mailed check,97.02,3007.62,1,15,66.4,No,No,No,No
CUST-3477,Male,40,0,Yes,No,14,Premium,Monthly,Yes,Credit card,65.79,921.06,3,6,38.5,No,No,No,Yes
CUST-3478,Male,69,1,No,Yes,2,Basic,Monthly,No,Electronic check,48.39,96.78,3,13,64.5,Yes,Yes,No,Yes
CUST-3479,Female,37,0,Yes,Yes,16,Premium,Monthly,Yes,Electronic check,78.23,1251.68,3,19,128.4,Yes,No,No,Yes
CUST-3480,Female,55,0,Yes,No,24,Premium,Monthly,No,Credit card,97.03,2328.72,4,21,96.4,No,No,Yes,No
CUST-3481,Female,71,1,No,Yes,1,Basic,Annual,Yes,Bank transfer,18.0,18.0,3,19,81.4,Yes,No,No,Yes
CUST-3482,Male,42,0,Yes,No,29,Basic,Annual,No,Electronic check,36.67,1063.43,2,20,121.9,No,No,No,No
CUST-3483,Male,45,0,Yes,Yes,72,Basic,Annual,No,Electronic check,48.96,3525.12,0,30,148.6,No,No,No,No
CUST-3484,Male,22,0,No,Yes,9,Basic,Annual,Yes,Electronic check,53.67,483.03,1,23,131.3,Yes,Yes,Yes,No
CUST-3485,Female,73,1,Yes,No,72,Basic,Annual,No,Mailed check,46.61,3355.92,2,29,128.7,No,Yes,Yes,No
CUST-3486,Male,38,0,No,No,4,Basic,Monthly,No,Electronic check,28.71,114.84,3,24,124.1,No,No,Yes,Yes
CUST-3487,Female,35,0,No,Yes,58,Basic,Monthly,Yes,Credit card,50.8,2946.4,0,30,127.1,No,No,No,No
CUST-3488,Male,64,0,Yes,Yes,61,Basic,Monthly,No,Mailed check,32.17,1962.37,1,30,217.3,Yes,No,No,No
CUST-3489,Female,23,0,No,No,10,Premium,Monthly,Yes,Credit card,101.87,1018.7,3,14,56.2,Yes,No,Yes,Yes
CUST-3490,Female,74,1,Yes,No,72,Basic,Monthly,Yes,Electronic check,70.1,5047.2,0,30,235.1,Yes,Yes,No,No
CUST-3491,Male,46,0,Yes,No,18,Premium,Annual,No,Electronic check,90.32,1625.76,3,24,122.1,No,Yes,No,No
CUST-3492,Male,36,0,Yes,Yes,5,Basic,Annual,No,Credit card,76.28,381.4,2,12,51.7,Yes,Yes,Yes,No
CUST-3493,Female,50,0,No,No,30,Premium,Annual,Yes,Electronic check,104.2,3126.0,4,19,141.0,Yes,Yes,No,No
CUST-3494,Female,18,0,No,Yes,72,Basic,Monthly,Yes,Electronic check,41.35,2977.2,1,24,160.2,No,No,Yes,No
CUST-3495,Male,62,0,No,No,72,Basic,Monthly,Yes,Mailed check,73.45,5288.4,0,24,177.9,No,Yes,No,No
CUST-3496,Male,20,0,No,No,11,Basic,Annual,Yes,Mailed check,45.03,495.33,3,21,129.9,Yes,Yes,No,No
CUST-3497,Female,59,0,No,No,29,Premium,Monthly,Yes,Electronic check,81.89,2374.81,1,19,95.6,No,Yes,Yes,No
CUST-3498,Male,38,0,No,No,5,Premium,Monthly,Yes,Mailed check,85.77,428.85,1,15,65.9,No,No,No,Yes
CUST-3499,Female,52,0,No,Yes,21,Premium,Annual,No,Electronic check,96.19,2019.99,4,10,61.9,Yes,No,No,No
CUST-3500,Female,58,0,No,No,25,Basic,Monthly,Yes,Electronic check,34.6,865.0,2,12,79.1,No,No,Yes,Yes
CUST-3501,Male,57,0,No,No,13,Basic,Annual,Yes,Credit card,39.59,514.67,2,19,110.0,Yes,No,Yes,No
CUST-3502,Male,20,0,No,No,22,Basic,Monthly,Yes,Electronic check,35.98,791.56,2,21,111.9,Yes,No,No,No
CUST-3503,Male,42,0,No,No,72,Basic,Annual,No,Credit card,53.6,3859.2,1,30,221.9,No,No,Yes,No
CUST-3504,Male,62,0,Yes,Yes,23,Basic,Monthly,Yes,Mailed check,74.76,1719.48,2,17,111.5,Yes,No,No,No
CUST-3505,Male,55,0,No,No,59,Basic,Monthly,Yes,Electronic check,43.09,2542.31,1,28,129.0,Yes,No,No,No
CUST-3506,Female,62,0,Yes,Yes,13,Basic,Monthly,Yes,Bank transfer,31.6,410.8,1,17,130.4,No,No,Yes,Yes
CUST-3507,Female,72,1,Yes,No,72,Basic,Monthly,No,Mailed check,43.93,3162.96,1,29,135.8,No,No,No,No
CUST-3508,Male,37,0,Yes,No,4,Basic,Monthly,Yes,Mailed check,30.39,121.56,3,9,68.1,No,No,No,Yes
CUST-3509,Male,69,1,Yes,Yes,29,Premium,Annual,No,Electronic check,125.0,3625.0,5,12,50.0,No,Yes,No,Yes
CUST-3510,Male,61,0,No,Yes,52,Basic,Annual,Yes,Electronic check,61.33,3189.16,0,21,165.6,No,Yes,No,No
CUST-3511,Female,62,0,Yes,No,56,Premium,Monthly,Yes,Bank transfer,118.3,6624.8,3,25,150.1,No,No,No,No
CUST-3512,Male,51,0,Yes,No,8,Basic,Monthly,No,Bank transfer,57.61,460.88,4,15,67.4,No,Yes,Yes,Yes
CUST-3513,Male,38,0,Yes,Yes,17,Basic,Monthly,Yes,Credit card,27.21,462.57,1,14,62.1,Yes,No,No,Yes
CUST-3514,Female,73,0,No,Yes,33,Premium,Monthly,Yes,Electronic check,101.24,3340.92,2,16,90.7,No,Yes,No,Yes
CUST-3515,Female,72,1,Yes,No,13,Premium,Annual,Yes,Electronic check,101.28,1316.64,2,19,108.2,Yes,Yes,No,No
CUST-3516,Male,65,0,Yes,No,36,Premium,Monthly,No,Credit card,111.35,4008.6,2,21,132.8,No,No,Yes,No
CUST-3517,Male,40,0,No,No,16,Premium,Annual,Yes,Electronic check,100.45,1607.2,3,21,114.0,No,Yes,No,No
CUST-3518,Male,23,0,No,No,15,Premium,Monthly,No,Electronic check,82.58,1238.7,3,19,114.7,No,No,Yes,No
CUST-3519,Female,68,0,No,No,4,Premium,Annual,No,Credit card,125.0,500.0,7,15,96.3,No,Yes,No,Yes
CUST-3520,Male,70,0,No,Yes,2,Premium,Annual,No,Electronic check,107.83,215.66,2,18,134.1,No,Yes,No,No
CUST-3521,Male,30,0,No,Yes,60,Premium,Monthly,Yes,Electronic check,90.14,5408.4,0,30,235.1,No,Yes,Yes,No
CUST-3522,Male,66,1,No,No,23,Basic,Monthly,No,Electronic check,45.09,1037.07,0,17,128.1,Yes,No,Yes,No
CUST-3523,Female,40,0,No,No,28,Premium,Monthly,Yes,Electronic check,102.55,2871.4,4,20,86.5,No,Yes,No,No
CUST-3524,Female,26,0,No,No,16,Basic,Monthly,Yes,Electronic check,40.16,642.56,5,19,98.9,Yes,No,No,No
CUST-3525,Male,34,0,No,No,5,Premium,Annual,Yes,Mailed check,96.93,484.65,4,9,40.7,No,No,No,Yes
CUST-3526,Male,78,0,Yes,No,20,Basic,Monthly,Yes,Electronic check,50.11,1002.2,4,13,82.7,Yes,No,No,Yes
CUST-3527,Female,19,0,No,No,9,Basic,Annual,No,Electronic check,42.43,381.87,5,9,61.8,Yes,No,No,Yes
CUST-3528,Female,36,0,Yes,No,60,Premium,Monthly,Yes,Credit card,105.99,6359.4,1,30,205.3,No,Yes,No,No
CUST-3529,Female,36,0,Yes,Yes,72,Basic,Monthly,Yes,Credit card,40.43,2910.96,2,28,163.0,No,No,No,No
CUST-3530,Female,73,1,No,No,72,Premium,Annual,No,Credit card,85.79,6176.88,0,30,192.9,Yes,Yes,Yes,No
CUST-3531,Female,24,0,No,Yes,25,Basic,Monthly,No,Bank transfer,60.02,1500.5,3,12,61.4,Yes,Yes,No,No
CUST-3532,Female,71,0,No,No,33,Basic,Monthly,Yes,Bank transfer,54.65,1803.45,2,19,127.2,No,No,Yes,No
CUST-3533,Female,59,0,No,No,72,Premium,Monthly,No,Electronic check,94.72,6819.84,0,28,129.4,Yes,Yes,No,No
CUST-3534,Female,59,0,Yes,No,26,Basic,Annual,No,Electronic check,35.27,917.02,1,16,70.5,Yes,No,No,No
CUST-3535,Female,76,1,Yes,No,34,Premium,Monthly,No,Electronic check,107.89,3668.26,0,16,87.9,No,No,Yes,No
CUST-3536,Male,37,0,No,No,33,Basic,Annual,Yes,Credit card,44.26,1460.58,2,21,149.8,Yes,Yes,No,No
CUST-3537,Male,26,0,Yes,Yes,41,Premium,Monthly,Yes,Bank transfer,91.53,3752.73,0,21,106.1,Yes,Yes,No,No
CUST-3538,Male,34,0,No,No,34,Premium,Monthly,Yes,Credit card,86.38,2936.92,1,20,95.9,No,No,No,No
CUST-3539,Female,44,0,Yes,Yes,37,Premium,Annual,No,Electronic check,77.19,2856.03,2,22,167.7,Yes,No,Yes,No
CUST-3540,Male,64,0,Yes,No,43,Premium,Monthly,No,Bank transfer,110.23,4739.89,0,24,150.6,No,Yes,No,No
CUST-3541,Female,19,0,No,No,55,Basic,Monthly,No,Bank transfer,31.96,1757.8,2,19,90.9,No,No,Yes,Yes
CUST-3542,Female,79,1,No,Yes,17,Premium,Monthly,Yes,Electronic check,74.47,1265.99,3,18,85.5,No,No,No,Yes
CUST-3543,Male,53,0,Yes,No,45,Premium,Annual,Yes,Bank transfer,93.67,4215.15,1,22,98.4,No,Yes,No,No
CUST-3544,Female,36,0,No,No,4,Basic,Monthly,Yes,Electronic check,49.39,197.56,1,21,94.4,Yes,No,No,Yes
CUST-3545,Male,34,0,Yes,No,69,Basic,Monthly,No,Electronic check,67.71,4671.99,1,26,187.5,No,Yes,Yes,No
CUST-3546,Male,22,0,No,No,12,Premium,Annual,No,Bank transfer,99.72,1196.64,7,10,72.1,Yes,Yes,No,No
CUST-3547,Male,56,0,No,No,17,Premium,Annual,Yes,Mailed check,64.66,1099.22,1,16,125.0,No,No,No,No
CUST-3548,Female,35,0,No,Yes,54,Basic,Annual,Yes,Credit card,30.32,1637.28,0,23,119.4,Yes,Yes,Yes,No
CUST-3549,Male,70,0,No,No,34,Basic,Annual,No,Electronic check,67.87,2307.58,1,13,81.8,No,No,No,No
CUST-3550,Female,71,1,No,No,13,Basic,Annual,Yes,Electronic check,44.64,580.32,4,9,55.3,Yes,Yes,No,No
CUST-3551,Male,76,0,No,Yes,9,Basic,Monthly,No,Electronic check,29.01,261.09,3,13,57.3,Yes,No,No,Yes
CUST-3552,Male,24,0,No,No,72,Basic,Monthly,No,Credit card,24.87,1790.64,0,22,134.1,Yes,No,Yes,No
CUST-3553,Male,34,0,Yes,No,4,Basic,Annual,Yes,Credit card,53.94,215.76,3,13,63.0,No,No,No,Yes
CUST-3554,Female,56,0,No,No,1,Basic,Monthly,No,Electronic check,31.22,31.22,4,13,64.7,Yes,No,Yes,Yes
CUST-3555,Female,53,0,Yes,Yes,37,Premium,Monthly,Yes,Credit card,93.51,3459.87,0,20,145.7,Yes,No,No,No
CUST-3556,Female,57,0,No,No,32,Premium,Annual,No,Electronic check,89.17,2853.44,3,26,135.0,Yes,No,Yes,No
CUST-3557,Male,62,0,Yes,Yes,44,Basic,Annual,Yes,Electronic check,71.44,3143.36,1,18,128.1,No,No,No,No
CUST-3558,Male,21,0,No,No,44,Basic,Annual,Yes,Credit card,28.72,1263.68,1,26,110.6,No,No,No,No
CUST-3559,Female,55,0,No,No,66,Premium,Annual,No,Credit card,115.93,7651.38,2,18,111.0,No,No,No,No
CUST-3560,Female,42,0,Yes,Yes,72,Premium,Monthly,Yes,Electronic check,125.0,9000.0,0,30,197.6,No,Yes,No,No
CUST-3561,Female,22,0,No,Yes,49,Premium,Annual,No,Electronic check,79.26,3883.74,1,24,171.6,No,No,No,No
CUST-3562,Female,47,0,No,No,9,Premium,Annual,Yes,Credit card,73.55,661.95,4,9,63.5,No,Yes,Yes,Yes
CUST-3563,Female,29,0,No,Yes,21,Basic,Monthly,No,Electronic check,49.6,1041.6,1,19,95.8,No,Yes,No,No
CUST-3564,Female,21,0,No,Yes,34,Basic,Annual,No,Credit card,46.01,1564.34,0,21,138.2,No,No,Yes,No
CUST-3565,Male,41,0,No,No,26,Premium,Monthly,Yes,Mailed check,115.31,2998.06,1,17,80.3,No,No,No,Yes
CUST-3566,Female,46,0,Yes,No,6,Basic,Annual,Yes,Bank transfer,27.11,162.66,0,20,92.8,Yes,Yes,No,No
CUST-3567,Male,26,0,No,No,30,Basic,Monthly,Yes,Mailed check,48.37,1451.1,2,18,86.0,Yes,Yes,No,Yes
CUST-3568,Male,21,0,Yes,No,72,Basic,Annual,No,Mailed check,51.67,3720.24,1,30,144.9,No,No,No,No
CUST-3569,Female,68,1,Yes,No,18,Basic,Annual,No,Electronic check,46.75,841.5,2,24,110.7,No,No,Yes,No
CUST-3570,Female,41,0,Yes,No,37,Basic,Monthly,Yes,Electronic check,38.93,1440.41,0,16,85.2,No,No,Yes,No
CUST-3571,Male,31,0,Yes,Yes,32,Basic,Monthly,No,Mailed check,44.3,1417.6,3,10,68.5,Yes,No,No,Yes
CUST-3572,Female,22,0,Yes,No,16,Basic,Monthly,Yes,Mailed check,91.46,1463.36,2,11,78.5,No,Yes,Yes,No
CUST-3573,Female,35,0,Yes,No,28,Basic,Annual,Yes,Mailed check,19.54,547.12,1,20,107.7,No,Yes,Yes,No
CUST-3574,Male,59,0,Yes,Yes,8,Premium,Monthly,Yes,Electronic check,125.0,1000.0,4,10,69.1,Yes,Yes,No,Yes
CUST-3575,Male,74,0,Yes,No,26,Premium,Annual,Yes,Mailed check,87.59,2277.34,2,16,113.3,No,No,No,Yes
CUST-3576,Male,36,0,No,No,53,Premium,Annual,Yes,Electronic check,77.85,4126.05,0,20,111.0,No,Yes,No,No
CUST-3577,Female,29,0,Yes,No,47,Basic,Annual,Yes,Electronic check,28.86,1356.42,1,24,191.5,No,Yes,No,No
CUST-3578,Male,35,0,No,No,15,Basic,Monthly,No,Credit card,42.93,643.95,2,19,118.0,No,No,Yes,No
CUST-3579,Female,34,0,Yes,No,4,Basic,Annual,Yes,Bank transfer,47.01,188.04,4,12,81.7,No,Yes,Yes,No
CUST-3580,Male,47,0,Yes,No,53,Basic,Annual,Yes,Mailed check,46.18,2447.54,1,29,127.7,Yes,Yes,No,No
CUST-3581,Male,41,0,No,Yes,11,Basic,Monthly,No,Mailed check,39.12,430.32,3,10,62.6,Yes,No,No,Yes
CUST-3582,Male,28,0,Yes,No,2,Basic,Monthly,Yes,Mailed check,69.26,138.52,6,15,104.0,No,No,Yes,Yes
CUST-3583,Female,52,0,No,Yes,20,Basic,Annual,Yes,Credit card,27.96,559.2,1,17,104.2,No,No,Yes,No
CUST-3584,Female,40,0,Yes,Yes,45,Premium,Monthly,No,Bank transfer,89.54,4029.3,0,30,221.8,Yes,No,No,No
CUST-3585,Male,34,0,No,No,55,Premium,Annual,Yes,Electronic check,94.55,5200.25,2,22,94.5,No,Yes,No,No
CUST-3586,Male,18,0,No,Yes,72,Basic,Annual,No,Electronic check,44.33,3191.76,3,28,211.4,No,No,No,No
CUST-3587,Male,32,0,Yes,Yes,7,Premium,Monthly,Yes,Electronic check,78.34,548.38,7,8,56.7,No,Yes,No,Yes
CUST-3588,Female,49,0,Yes,Yes,12,Basic,Annual,No,Electronic check,46.47,557.64,1,12,48.2,No,Yes,No,No
CUST-3589,Male,77,0,Yes,No,31,Premium,Monthly,Yes,Mailed check,100.87,3126.97,1,19,82.2,Yes,No,Yes,No
CUST-3590,Female,26,0,Yes,Yes,55,Basic,Monthly,Yes,Electronic check,51.14,2812.7,1,15,66.3,Yes,Yes,No,Yes
CUST-3591,Male,32,0,No,No,9,Basic,Monthly,No,Electronic check,51.51,463.59,1,17,95.9,Yes,No,No,No
CUST-3592,Male,45,0,No,Yes,18,Premium,Monthly,Yes,Electronic check,83.91,1510.38,3,14,63.7,No,No,Yes,Yes
CUST-3593,Male,41,0,No,No,18,Basic,Monthly,Yes,Credit card,28.33,509.94,1,22,91.6,Yes,No,No,Yes
CUST-3594,Male,77,1,No,No,49,Premium,Monthly,No,Electronic check,81.45,3991.05,1,20,145.9,Yes,No,No,No
CUST-3595,Male,78,1,No,No,10,Basic,Monthly,Yes,Electronic check,33.01,330.1,1,17,82.6,Yes,Yes,No,No
CUST-3596,Male,52,0,No,No,72,Premium,Monthly,Yes,Electronic check,59.88,4311.36,0,25,160.4,No,Yes,No,No
CUST-3597,Female,39,0,No,No,24,Basic,Annual,No,Electronic check,41.81,1003.44,3,15,95.3,No,Yes,Yes,No
CUST-3598,Male,44,0,Yes,No,11,Basic,Annual,Yes,Credit card,42.95,472.45,3,13,93.8,Yes,No,No,No
CUST-3599,Female,36,0,Yes,No,11,Premium,Annual,Yes,Electronic check,79.6,875.6,0,15,92.5,Yes,Yes,Yes,No
CUST-3600,Male,62,0,Yes,Yes,1,Premium,Monthly,Yes,Mailed check,102.4,102.4,4,19,149.9,Yes,No,Yes,No
CUST-3601,Male,29,0,Yes,No,39,Premium,Monthly,Yes,Mailed check,91.38,3563.82,4,19,116.3,No,No,Yes,No
CUST-3602,Female,37,0,Yes,No,50,Basic,Monthly,Yes,Bank transfer,52.08,2604.0,0,26,174.1,No,No,Yes,No
CUST-3603,Male,18,0,Yes,No,2,Basic,Monthly,No,Mailed check,36.72,73.44,4,14,106.8,No,No,Yes,Yes
CUST-3604,Female,38,0,Yes,No,29,Basic,Annual,No,Mailed check,36.81,1067.49,1,13,89.4,No,No,No,No
CUST-3605,Female,66,1,Yes,No,50,Basic,Annual,No,Bank transfer,57.13,2856.5,0,30,207.5,Yes,No,No,No
CUST-3606,Male,62,0,No,No,16,Premium,Monthly,No,Credit card,72.22,1155.52,3,8,33.9,No,Yes,No,Yes
CUST-3607,Female,18,0,Yes,No,19,Basic,Monthly,Yes,Bank transfer,44.82,851.58,2,20,86.7,Yes,No,Yes,No
CUST-3608,Female,27,0,Yes,No,15,Premium,Monthly,Yes,Mailed check,101.28,1519.2,4,19,96.9,No,No,No,No
CUST-3609,Male,64,0,Yes,No,13,Basic,Annual,Yes,Mailed check,61.73,802.49,1,22,137.5,No,No,No,No
CUST-3610,Female,76,0,No,Yes,23,Basic,Monthly,No,Bank transfer,49.87,1147.01,2,18,135.7,Yes,Yes,No,No
CUST-3611,Male,76,1,Yes,No,6,Basic,Annual,Yes,Bank transfer,29.77,178.62,2,13,56.6,No,No,No,No
CUST-3612,Male,49,0,No,No,20,Basic,Monthly,Yes,Mailed check,37.11,742.2,1,18,82.2,No,Yes,No,Yes
CUST-3613,Male,79,1,No,No,72,Basic,Annual,No,Electronic check,18.0,1296.0,0,26,159.0,No,No,No,No
CUST-3614,Male,56,0,Yes,Yes,1,Basic,Monthly,No,Credit card,34.94,34.94,2,11,50.1,Yes,Yes,Yes,No
CUST-3615,Female,77,1,No,Yes,6,Premium,Monthly,No,Bank transfer,111.11,666.66,2,16,94.0,Yes,No,No,No
CUST-3616,Male,39,0,Yes,No,50,Premium,Annual,Yes,Electronic check,114.73,5736.5,2,24,182.7,No,Yes,No,No
CUST-3617,Male,35,0,Yes,Yes,5,Premium,Monthly,Yes,Electronic check,90.91,454.55,5,11,76.9,No,Yes,Yes,Yes
CUST-3618,Female,65,1,Yes,No,11,Basic,Annual,No,Credit card,72.13,,2,13,90.8,No,No,Yes,Yes
CUST-3619,Male,63,0,No,Yes,20,Basic,Annual,Yes,Bank transfer,35.45,709.0,1,22,124.7,No,No,Yes,No
CUST-3620,Male,49,0,Yes,Yes,72,Basic,Annual,No,Electronic check,47.87,3446.64,0,26,174.2,No,Yes,No,No
CUST-3621,Female,44,0,Yes,No,7,Basic,Annual,No,Electronic check,18.0,126.0,3,10,69.5,Yes,Yes,No,No
CUST-3622,Female,45,0,Yes,Yes,72,Basic,Monthly,Yes,Electronic check,43.78,3152.16,0,30,122.4,No,Yes,No,No
CUST-3623,Female,35,0,No,No,42,Premium,Annual,Yes,Electronic check,95.98,4031.16,0,17,123.4,Yes,No,Yes,No
CUST-3624,Female,76,1,No,No,37,Basic,Monthly,Yes,Mailed check,35.21,1302.77,0,24,181.6,No,Yes,Yes,No
CUST-3625,Female,56,0,No,No,43,Basic,Annual,Yes,Bank transfer,62.11,2670.73,0,18,80.7,Yes,No,No,No
CUST-3626,Female,66,0,No,No,2,Premium,Annual,Yes,Mailed check,68.61,137.22,1,16,117.8,No,No,No,No
